IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,FactValueNumeric,FactValueNumericPrefix,FactValueNumeric1,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,CZE,Czechia,Year,2006,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,126.85,122.6,122.5,,,119.7,,125.3,122.5 [119.7 – 125.3],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,CZE,Czechia,Year,2005,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,126.95,122.8,122.7,,,120,,125.4,122.7 [120 – 125.4],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,CZE,Czechia,Year,2004,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,127,123,122.9,,,120.3,,125.5,122.9 [120.3 – 125.5],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,CZE,Czechia,Year,2003,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,127.1,123.25,123.1,,,120.5,,125.7,123.1 [120.5 – 125.7],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,CZE,Czechia,Year,2002,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,127.2,123.5,123.4,,,120.8,,125.9,123.4 [120.8 – 125.9],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,CZE,Czechia,Year,2001,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,127.3,121.75,123.6,,,121,,126.2,123.6 [121 – 126.2],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,DNK,Denmark,Year,2013,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,124.05,120,119.9,,,115.6,,124.1,119.9 [115.6 – 124.1],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,DNK,Denmark,Year,2012,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,124.35,120.25,120.1,,,116.3,,124,120.1 [116.3 – 124],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,DNK,Denmark,Year,2011,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,124.7,120.55,120.4,,,116.9,,123.9,120.4 [116.9 – 123.9],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,DNK,Denmark,Year,2010,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,125.1,120.85,120.7,,,117.4,,124,120.7 [117.4 – 124],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,DNK,Denmark,Year,2009,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,125.45,121.1,121,,,117.8,,124.1,121 [117.8 – 124.1],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,DNK,Denmark,Year,2008,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,125.75,121.35,121.2,,,118.2,,124.3,121.2 [118.2 – 124.3],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,DNK,Denmark,Year,2007,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,126.1,121.65,121.5,,,118.6,,124.5,121.5 [118.6 – 124.5],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,DNK,Denmark,Year,2006,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,126.4,121.95,121.8,,,118.9,,124.8,121.8 [118.9 – 124.8],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,DNK,Denmark,Year,2005,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,126.7,122.25,122.1,,,119.1,,125.1,122.1 [119.1 – 125.1],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,DNK,Denmark,Year,2004,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,126.95,122.55,122.4,,,119.4,,125.4,122.4 [119.4 – 125.4],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,DNK,Denmark,Year,2003,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,127.25,122.8,122.7,,,119.7,,125.6,122.7 [119.7 – 125.6],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,DNK,Denmark,Year,2002,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,127.45,123.05,122.9,,,119.9,,125.9,122.9 [119.9 – 125.9],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,DNK,Denmark,Year,2001,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,127.7,123.75,123.2,,,120.1,,126.2,123.2 [120.1 – 126.2],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,EST,Estonia,Year,2013,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,129.5,124.25,124.3,,,121.3,,127.4,124.3 [121.3 – 127.4],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,EST,Estonia,Year,2012,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,129.3,124.15,124.2,,,121.6,,127,124.2 [121.6 – 127],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,EST,Estonia,Year,2011,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,129.05,124.05,124.1,,,121.8,,126.6,124.1 [121.8 – 126.6],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,EST,Estonia,Year,2010,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,128.85,124,124,,,121.9,,126.2,124 [121.9 – 126.2],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,EST,Estonia,Year,2009,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,128.7,124,124,,,122.1,,126.1,124 [122.1 – 126.1],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,EST,Estonia,Year,2008,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,128.55,124,124,,,122.1,,126,124 [122.1 – 126],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,EST,Estonia,Year,2007,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,128.45,124,124,,,122,,126,124 [122 – 126],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,EST,Estonia,Year,2006,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,128.3,124.05,124,,,122,,126.1,124 [122 – 126.1],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,EST,Estonia,Year,2005,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,128.25,124.15,124.1,,,122,,126.3,124.1 [122 – 126.3],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,EST,Estonia,Year,2004,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,128.2,124.3,124.2,,,122,,126.5,124.2 [122 – 126.5],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,EST,Estonia,Year,2003,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,128.25,124.5,124.4,,,122.1,,126.8,124.4 [122.1 – 126.8],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,EST,Estonia,Year,2002,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,128.3,124.7,124.6,,,122.2,,127.1,124.6 [122.2 – 127.1],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,EST,Estonia,Year,2001,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,128.4,122.25,124.8,,,122.3,,127.4,124.8 [122.3 – 127.4],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,FIN,Finland,Year,2013,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,123.6,119.9,119.7,,,116.8,,122.7,119.7 [116.8 – 122.7],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,FIN,Finland,Year,2012,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,124,120.25,120.1,,,117.5,,122.7,120.1 [117.5 – 122.7],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,FIN,Finland,Year,2011,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,124.3,120.6,120.4,,,118.1,,122.8,120.4 [118.1 – 122.8],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,FIN,Finland,Year,2010,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,124.65,121,120.8,,,118.7,,122.9,120.8 [118.7 – 122.9],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,FIN,Finland,Year,2009,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,125,121.4,121.2,,,119.2,,123.1,121.2 [119.2 – 123.1],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,FIN,Finland,Year,2008,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,125.35,121.75,121.6,,,119.7,,123.4,121.6 [119.7 – 123.4],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,FIN,Finland,Year,2007,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,125.7,122.1,121.9,,,120.2,,123.7,121.9 [120.2 – 123.7],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,FIN,Finland,Year,2006,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,126.05,122.5,122.3,,,120.6,,124.1,122.3 [120.6 – 124.1],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,FIN,Finland,Year,2005,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,126.4,122.9,122.7,,,121,,124.5,122.7 [121 – 124.5],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,FIN,Finland,Year,2004,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,126.75,123.3,123.1,,,121.3,,124.9,123.1 [121.3 – 124.9],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,FIN,Finland,Year,2003,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,127.1,123.7,123.5,,,121.7,,125.4,123.5 [121.7 – 125.4],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,FIN,Finland,Year,2002,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,127.45,124.15,123.9,,,122.1,,125.8,123.9 [122.1 – 125.8],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,FIN,Finland,Year,2001,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,127.85,120.95,124.4,,,122.5,,126.3,124.4 [122.5 – 126.3],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,FRA,France,Year,2013,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,122.55,117.65,117.5,,,113.4,,121.7,117.5 [113.4 – 121.7],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,FRA,France,Year,2012,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,122.85,117.95,117.8,,,114.1,,121.6,117.8 [114.1 – 121.6],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,FRA,France,Year,2011,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,123.1,118.25,118.1,,,114.8,,121.5,118.1 [114.8 – 121.5],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,FRA,France,Year,2010,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,123.4,118.55,118.4,,,115.4,,121.5,118.4 [115.4 – 121.5],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,FRA,France,Year,2009,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,123.7,118.85,118.7,,,115.9,,121.5,118.7 [115.9 – 121.5],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,FRA,France,Year,2008,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,123.95,119.15,119,,,116.4,,121.6,119 [116.4 – 121.6],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,FRA,France,Year,2007,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,124.2,119.45,119.3,,,116.8,,121.8,119.3 [116.8 – 121.8],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,FRA,France,Year,2006,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,124.5,119.75,119.6,,,117.1,,122,119.6 [117.1 – 122],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,FRA,France,Year,2005,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,124.7,120.05,119.9,,,117.5,,122.4,119.9 [117.5 – 122.4],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,FRA,France,Year,2004,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,124.95,120.35,120.2,,,117.7,,122.6,120.2 [117.7 – 122.6],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,FRA,France,Year,2003,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,125.15,120.65,120.5,,,118,,123,120.5 [118 – 123],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,FRA,France,Year,2002,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,125.4,120.95,120.8,,,118.3,,123.3,120.8 [118.3 – 123.3],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,FRA,France,Year,2001,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,125.6,119.5,121.1,,,118.5,,123.7,121.1 [118.5 – 123.7],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,DEU,Germany,Year,2013,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,122.55,118.15,117.9,,,113,,122.6,117.9 [113 – 122.6],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,DEU,Germany,Year,2012,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,123,118.65,118.4,,,114,,122.6,118.4 [114 – 122.6],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,DEU,Germany,Year,2011,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,123.5,119.15,118.9,,,114.9,,122.7,118.9 [114.9 – 122.7],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,DEU,Germany,Year,2010,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,123.95,119.65,119.4,,,115.7,,122.9,119.4 [115.7 – 122.9],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,DEU,Germany,Year,2009,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,124.45,120.2,119.9,,,116.6,,123.2,119.9 [116.6 – 123.2],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,DEU,Germany,Year,2008,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,124.95,120.75,120.5,,,117.4,,123.4,120.5 [117.4 – 123.4],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,DEU,Germany,Year,2007,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,125.4,121.25,121,,,118.1,,123.7,121 [118.1 – 123.7],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,DEU,Germany,Year,2006,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,125.9,121.8,121.5,,,118.8,,124.2,121.5 [118.8 – 124.2],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,DEU,Germany,Year,2005,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,126.4,122.4,122.1,,,119.5,,124.6,122.1 [119.5 – 124.6],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,DEU,Germany,Year,2004,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,126.9,122.95,122.7,,,120.2,,125.1,122.7 [120.2 – 125.1],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,DEU,Germany,Year,2003,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,127.4,123.5,123.2,,,120.9,,125.5,123.2 [120.9 – 125.5],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,DEU,Germany,Year,2002,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,127.9,124.1,123.8,,,121.5,,126,123.8 [121.5 – 126],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,DEU,Germany,Year,2001,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,128.4,120.9,124.4,,,122.1,,126.5,124.4 [122.1 – 126.5],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,GRC,Greece,Year,2013,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,121.7,117.55,117.4,,,109.9,,125,117.4 [109.9 – 125],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,GRC,Greece,Year,2012,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,121.95,117.8,117.7,,,110.7,,124.7,117.7 [110.7 – 124.7],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,GRC,Greece,Year,2011,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,122.1,118.05,117.9,,,111.4,,124.5,117.9 [111.4 – 124.5],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,GRC,Greece,Year,2010,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,122.35,118.35,118.2,,,112.2,,124.3,118.2 [112.2 – 124.3],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,GRC,Greece,Year,2009,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,122.55,118.6,118.5,,,112.9,,124.1,118.5 [112.9 – 124.1],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,GRC,Greece,Year,2008,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,122.7,118.85,118.7,,,113.4,,124,118.7 [113.4 – 124],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,GRC,Greece,Year,2007,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,122.9,119.15,119,,,114,,123.9,119 [114 – 123.9],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,GRC,Greece,Year,2006,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,123.1,119.4,119.3,,,114.5,,123.9,119.3 [114.5 – 123.9],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,GRC,Greece,Year,2005,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,123.25,119.65,119.5,,,115,,123.9,119.5 [115 – 123.9],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,GRC,Greece,Year,2004,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,123.45,119.9,119.8,,,115.5,,124,119.8 [115.5 – 124],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,GRC,Greece,Year,2003,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,123.6,120.15,120,,,115.8,,124.1,120 [115.8 – 124.1],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,GRC,Greece,Year,2002,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,123.75,120.4,120.3,,,116.2,,124.3,120.3 [116.2 – 124.3],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,GRC,Greece,Year,2001,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,123.9,123.05,120.5,,,116.5,,124.5,120.5 [116.5 – 124.5],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,HUN,Hungary,Year,2013,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,130.3,125.7,125.6,,,118.4,,133.1,125.6 [118.4 – 133.1],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,HUN,Hungary,Year,2012,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,130.4,125.95,125.8,,,119.1,,132.9,125.8 [119.1 – 132.9],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,HUN,Hungary,Year,2011,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,130.55,126.2,126.1,,,119.7,,132.7,126.1 [119.7 – 132.7],,,EN,2017-01-11T00:00:00.000Z
BP_06,Mean systolic blood pressure (age-standardized estimate),numeric,EUR,Europe,Country,HUN,Hungary,Year,2010,FALSE,Sex,Female,FMLE,Age Group,18+  years,YEARS18-PLUS,,,,,130.7,126.45,126.3,,,120.3,,132.5,126.3 [120.3 – 132.5],,,EN,2017-01-11T00:00:00.000Z
