IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,FactValueNumeric,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric1,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,CZE,Czechia,Year,2002,FALSE,Sex,Male,5.51,MLE,,,,,,,,,,5.51,,,5.21,,5.82,5.51 [5.21 – 5.82],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,CZE,Czechia,Year,2001,FALSE,Sex,Male,5.51,MLE,,,,,,,,,,5.51,,,5.2,,5.82,5.51 [5.2 – 5.82],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,DNK,Denmark,Year,2013,FALSE,Sex,Male,5.595,MLE,,,,,,,,,,5.68,,,5.08,,6.27,5.68 [5.08 – 6.27],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,DNK,Denmark,Year,2012,FALSE,Sex,Male,5.67,MLE,,,,,,,,,,5.66,,,5.13,,6.17,5.66 [5.13 – 6.17],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,DNK,Denmark,Year,2011,FALSE,Sex,Male,5.65,MLE,,,,,,,,,,5.64,,,5.17,,6.1,5.64 [5.17 – 6.1],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,DNK,Denmark,Year,2010,FALSE,Sex,Male,5.635,MLE,,,,,,,,,,5.63,,,5.21,,6.04,5.63 [5.21 – 6.04],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,DNK,Denmark,Year,2009,FALSE,Sex,Male,5.62,MLE,,,,,,,,,,5.61,,,5.23,,6,5.61 [5.23 – 6],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,DNK,Denmark,Year,2008,FALSE,Sex,Male,5.605,MLE,,,,,,,,,,5.6,,,5.23,,5.97,5.6 [5.23 – 5.97],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,DNK,Denmark,Year,2007,FALSE,Sex,Male,5.595,MLE,,,,,,,,,,5.59,,,5.22,,5.95,5.59 [5.22 – 5.95],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,DNK,Denmark,Year,2006,FALSE,Sex,Male,5.58,MLE,,,,,,,,,,5.57,,,5.2,,5.94,5.57 [5.2 – 5.94],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,DNK,Denmark,Year,2005,FALSE,Sex,Male,5.565,MLE,,,,,,,,,,5.56,,,5.18,,5.95,5.56 [5.18 – 5.95],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,DNK,Denmark,Year,2004,FALSE,Sex,Male,5.555,MLE,,,,,,,,,,5.55,,,5.16,,5.96,5.55 [5.16 – 5.96],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,DNK,Denmark,Year,2003,FALSE,Sex,Male,5.55,MLE,,,,,,,,,,5.55,,,5.13,,5.97,5.55 [5.13 – 5.97],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,DNK,Denmark,Year,2002,FALSE,Sex,Male,5.545,MLE,,,,,,,,,,5.54,,,5.1,,5.99,5.54 [5.1 – 5.99],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,DNK,Denmark,Year,2001,FALSE,Sex,Male,5.535,MLE,,,,,,,,,,5.53,,,5.07,,6,5.53 [5.07 – 6],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,EST,Estonia,Year,2013,FALSE,Sex,Male,5.49,MLE,,,,,,,,,,5.45,,,4.49,,6.44,5.45 [4.49 – 6.44],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,EST,Estonia,Year,2012,FALSE,Sex,Male,5.44,MLE,,,,,,,,,,5.43,,,4.53,,6.34,5.43 [4.53 – 6.34],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,EST,Estonia,Year,2011,FALSE,Sex,Male,5.415,MLE,,,,,,,,,,5.4,,,4.57,,6.25,5.4 [4.57 – 6.25],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,EST,Estonia,Year,2010,FALSE,Sex,Male,5.39,MLE,,,,,,,,,,5.38,,,4.6,,6.18,5.38 [4.6 – 6.18],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,EST,Estonia,Year,2009,FALSE,Sex,Male,5.37,MLE,,,,,,,,,,5.36,,,4.63,,6.1,5.36 [4.63 – 6.1],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,EST,Estonia,Year,2008,FALSE,Sex,Male,5.345,MLE,,,,,,,,,,5.33,,,4.66,,6.03,5.33 [4.66 – 6.03],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,EST,Estonia,Year,2007,FALSE,Sex,Male,5.32,MLE,,,,,,,,,,5.31,,,4.66,,5.95,5.31 [4.66 – 5.95],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,EST,Estonia,Year,2006,FALSE,Sex,Male,5.295,MLE,,,,,,,,,,5.28,,,4.66,,5.88,5.28 [4.66 – 5.88],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,EST,Estonia,Year,2005,FALSE,Sex,Male,5.265,MLE,,,,,,,,,,5.25,,,4.66,,5.82,5.25 [4.66 – 5.82],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,EST,Estonia,Year,2004,FALSE,Sex,Male,5.235,MLE,,,,,,,,,,5.22,,,4.66,,5.77,5.22 [4.66 – 5.77],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,EST,Estonia,Year,2003,FALSE,Sex,Male,5.21,MLE,,,,,,,,,,5.2,,,4.65,,5.72,5.2 [4.65 – 5.72],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,EST,Estonia,Year,2002,FALSE,Sex,Male,5.185,MLE,,,,,,,,,,5.17,,,4.64,,5.68,5.17 [4.64 – 5.68],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,EST,Estonia,Year,2001,FALSE,Sex,Male,5.165,MLE,,,,,,,,,,5.16,,,4.64,,5.66,5.16 [4.64 – 5.66],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,FIN,Finland,Year,2013,FALSE,Sex,Male,5.365,MLE,,,,,,,,,,5.57,,,5.15,,5.98,5.57 [5.15 – 5.98],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,FIN,Finland,Year,2012,FALSE,Sex,Male,5.565,MLE,,,,,,,,,,5.56,,,5.2,,5.93,5.56 [5.2 – 5.93],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,FIN,Finland,Year,2011,FALSE,Sex,Male,5.555,MLE,,,,,,,,,,5.55,,,5.23,,5.87,5.55 [5.23 – 5.87],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,FIN,Finland,Year,2010,FALSE,Sex,Male,5.545,MLE,,,,,,,,,,5.54,,,5.26,,5.83,5.54 [5.26 – 5.83],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,FIN,Finland,Year,2009,FALSE,Sex,Male,5.54,MLE,,,,,,,,,,5.54,,,5.28,,5.79,5.54 [5.28 – 5.79],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,FIN,Finland,Year,2008,FALSE,Sex,Male,5.535,MLE,,,,,,,,,,5.53,,,5.3,,5.77,5.53 [5.3 – 5.77],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,FIN,Finland,Year,2007,FALSE,Sex,Male,5.525,MLE,,,,,,,,,,5.52,,,5.3,,5.74,5.52 [5.3 – 5.74],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,FIN,Finland,Year,2006,FALSE,Sex,Male,5.515,MLE,,,,,,,,,,5.51,,,5.29,,5.72,5.51 [5.29 – 5.72],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,FIN,Finland,Year,2005,FALSE,Sex,Male,5.505,MLE,,,,,,,,,,5.5,,,5.29,,5.71,5.5 [5.29 – 5.71],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,FIN,Finland,Year,2004,FALSE,Sex,Male,5.49,MLE,,,,,,,,,,5.48,,,5.27,,5.69,5.48 [5.27 – 5.69],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,FIN,Finland,Year,2003,FALSE,Sex,Male,5.475,MLE,,,,,,,,,,5.47,,,5.26,,5.69,5.47 [5.26 – 5.69],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,FIN,Finland,Year,2002,FALSE,Sex,Male,5.465,MLE,,,,,,,,,,5.46,,,5.25,,5.68,5.46 [5.25 – 5.68],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,FIN,Finland,Year,2001,FALSE,Sex,Male,5.45,MLE,,,,,,,,,,5.44,,,5.23,,5.66,5.44 [5.23 – 5.66],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,FRA,France,Year,2013,FALSE,Sex,Male,5.355,MLE,,,,,,,,,,5.27,,,4.66,,5.86,5.27 [4.66 – 5.86],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,FRA,France,Year,2012,FALSE,Sex,Male,5.275,MLE,,,,,,,,,,5.28,,,4.74,,5.8,5.28 [4.74 – 5.8],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,FRA,France,Year,2011,FALSE,Sex,Male,5.285,MLE,,,,,,,,,,5.29,,,4.81,,5.75,5.29 [4.81 – 5.75],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,FRA,France,Year,2010,FALSE,Sex,Male,5.295,MLE,,,,,,,,,,5.3,,,4.88,,5.71,5.3 [4.88 – 5.71],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,FRA,France,Year,2009,FALSE,Sex,Male,5.305,MLE,,,,,,,,,,5.31,,,4.94,,5.68,5.31 [4.94 – 5.68],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,FRA,France,Year,2008,FALSE,Sex,Male,5.315,MLE,,,,,,,,,,5.32,,,4.99,,5.65,5.32 [4.99 – 5.65],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,FRA,France,Year,2007,FALSE,Sex,Male,5.325,MLE,,,,,,,,,,5.33,,,5.03,,5.63,5.33 [5.03 – 5.63],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,FRA,France,Year,2006,FALSE,Sex,Male,5.335,MLE,,,,,,,,,,5.34,,,5.05,,5.62,5.34 [5.05 – 5.62],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,FRA,France,Year,2005,FALSE,Sex,Male,5.345,MLE,,,,,,,,,,5.35,,,5.07,,5.63,5.35 [5.07 – 5.63],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,FRA,France,Year,2004,FALSE,Sex,Male,5.35,MLE,,,,,,,,,,5.35,,,5.09,,5.64,5.35 [5.09 – 5.64],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,FRA,France,Year,2003,FALSE,Sex,Male,5.355,MLE,,,,,,,,,,5.36,,,5.09,,5.63,5.36 [5.09 – 5.63],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,FRA,France,Year,2002,FALSE,Sex,Male,5.36,MLE,,,,,,,,,,5.36,,,5.1,,5.64,5.36 [5.1 – 5.64],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,FRA,France,Year,2001,FALSE,Sex,Male,5.36,MLE,,,,,,,,,,5.36,,,5.09,,5.63,5.36 [5.09 – 5.63],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,DEU,Germany,Year,2013,FALSE,Sex,Male,5.5,MLE,,,,,,,,,,5.5,,,4.66,,6.32,5.5 [4.66 – 6.32],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,DEU,Germany,Year,2012,FALSE,Sex,Male,5.495,MLE,,,,,,,,,,5.49,,,4.72,,6.24,5.49 [4.72 – 6.24],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,DEU,Germany,Year,2011,FALSE,Sex,Male,5.485,MLE,,,,,,,,,,5.48,,,4.79,,6.14,5.48 [4.79 – 6.14],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,DEU,Germany,Year,2010,FALSE,Sex,Male,5.475,MLE,,,,,,,,,,5.47,,,4.85,,6.07,5.47 [4.85 – 6.07],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,DEU,Germany,Year,2009,FALSE,Sex,Male,5.46,MLE,,,,,,,,,,5.45,,,4.9,,6,5.45 [4.9 – 6],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,DEU,Germany,Year,2008,FALSE,Sex,Male,5.445,MLE,,,,,,,,,,5.44,,,4.94,,5.93,5.44 [4.94 – 5.93],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,DEU,Germany,Year,2007,FALSE,Sex,Male,5.435,MLE,,,,,,,,,,5.43,,,4.99,,5.87,5.43 [4.99 – 5.87],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,DEU,Germany,Year,2006,FALSE,Sex,Male,5.425,MLE,,,,,,,,,,5.42,,,5.03,,5.8,5.42 [5.03 – 5.8],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,DEU,Germany,Year,2005,FALSE,Sex,Male,5.415,MLE,,,,,,,,,,5.41,,,5.05,,5.76,5.41 [5.05 – 5.76],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,DEU,Germany,Year,2004,FALSE,Sex,Male,5.405,MLE,,,,,,,,,,5.4,,,5.08,,5.71,5.4 [5.08 – 5.71],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,DEU,Germany,Year,2003,FALSE,Sex,Male,5.39,MLE,,,,,,,,,,5.38,,,5.09,,5.68,5.38 [5.09 – 5.68],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,DEU,Germany,Year,2002,FALSE,Sex,Male,5.375,MLE,,,,,,,,,,5.37,,,5.1,,5.65,5.37 [5.1 – 5.65],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,DEU,Germany,Year,2001,FALSE,Sex,Male,5.365,MLE,,,,,,,,,,5.36,,,5.1,,5.62,5.36 [5.1 – 5.62],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,GRC,Greece,Year,2013,FALSE,Sex,Male,5.325,MLE,,,,,,,,,,5.29,,,4.41,,6.14,5.29 [4.41 – 6.14],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,GRC,Greece,Year,2012,FALSE,Sex,Male,5.295,MLE,,,,,,,,,,5.3,,,4.5,,6.08,5.3 [4.5 – 6.08],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,GRC,Greece,Year,2011,FALSE,Sex,Male,5.305,MLE,,,,,,,,,,5.31,,,4.59,,6.03,5.31 [4.59 – 6.03],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,GRC,Greece,Year,2010,FALSE,Sex,Male,5.315,MLE,,,,,,,,,,5.32,,,4.67,,5.97,5.32 [4.67 – 5.97],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,GRC,Greece,Year,2009,FALSE,Sex,Male,5.325,MLE,,,,,,,,,,5.33,,,4.75,,5.93,5.33 [4.75 – 5.93],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,GRC,Greece,Year,2008,FALSE,Sex,Male,5.335,MLE,,,,,,,,,,5.34,,,4.81,,5.87,5.34 [4.81 – 5.87],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,GRC,Greece,Year,2007,FALSE,Sex,Male,5.345,MLE,,,,,,,,,,5.35,,,4.86,,5.84,5.35 [4.86 – 5.84],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,GRC,Greece,Year,2006,FALSE,Sex,Male,5.355,MLE,,,,,,,,,,5.36,,,4.91,,5.8,5.36 [4.91 – 5.8],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,GRC,Greece,Year,2005,FALSE,Sex,Male,5.36,MLE,,,,,,,,,,5.36,,,4.95,,5.78,5.36 [4.95 – 5.78],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,GRC,Greece,Year,2004,FALSE,Sex,Male,5.365,MLE,,,,,,,,,,5.37,,,4.99,,5.76,5.37 [4.99 – 5.76],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,GRC,Greece,Year,2003,FALSE,Sex,Male,5.365,MLE,,,,,,,,,,5.36,,,5,,5.74,5.36 [5 – 5.74],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,GRC,Greece,Year,2002,FALSE,Sex,Male,5.36,MLE,,,,,,,,,,5.36,,,5,,5.72,5.36 [5 – 5.72],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,GRC,Greece,Year,2001,FALSE,Sex,Male,5.355,MLE,,,,,,,,,,5.35,,,4.99,,5.71,5.35 [4.99 – 5.71],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,HUN,Hungary,Year,2013,FALSE,Sex,Male,5.37,MLE,,,,,,,,,,5.39,,,4.38,,6.43,5.39 [4.38 – 6.43],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,HUN,Hungary,Year,2012,FALSE,Sex,Male,5.385,MLE,,,,,,,,,,5.38,,,4.45,,6.35,5.38 [4.45 – 6.35],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,HUN,Hungary,Year,2011,FALSE,Sex,Male,5.375,MLE,,,,,,,,,,5.37,,,4.49,,6.28,5.37 [4.49 – 6.28],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,HUN,Hungary,Year,2010,FALSE,Sex,Male,5.365,MLE,,,,,,,,,,5.36,,,4.53,,6.22,5.36 [4.53 – 6.22],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,HUN,Hungary,Year,2009,FALSE,Sex,Male,5.355,MLE,,,,,,,,,,5.35,,,4.55,,6.15,5.35 [4.55 – 6.15],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,HUN,Hungary,Year,2008,FALSE,Sex,Male,5.345,MLE,,,,,,,,,,5.34,,,4.57,,6.11,5.34 [4.57 – 6.11],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,HUN,Hungary,Year,2007,FALSE,Sex,Male,5.33,MLE,,,,,,,,,,5.32,,,4.59,,6.06,5.32 [4.59 – 6.06],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,HUN,Hungary,Year,2006,FALSE,Sex,Male,5.315,MLE,,,,,,,,,,5.31,,,4.6,,6.02,5.31 [4.6 – 6.02],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,HUN,Hungary,Year,2005,FALSE,Sex,Male,5.3,MLE,,,,,,,,,,5.29,,,4.6,,5.98,5.29 [4.6 – 5.98],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,HUN,Hungary,Year,2004,FALSE,Sex,Male,5.28,MLE,,,,,,,,,,5.27,,,4.59,,5.95,5.27 [4.59 – 5.95],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,HUN,Hungary,Year,2003,FALSE,Sex,Male,5.265,MLE,,,,,,,,,,5.26,,,4.58,,5.93,5.26 [4.58 – 5.93],,,EN,2020-05-28T23:00:00.000Z
NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),numeric,EUR,Europe,Country,HUN,Hungary,Year,2002,FALSE,Sex,Male,5.25,MLE,,,,,,,,,,5.24,,,4.57,,5.92,5.24 [4.57 – 5.92],,,EN,2020-05-28T23:00:00.000Z
